season,matchnumber,venue,dateandtime,winningteam,firstteam,secondteam,link
2017,MATCH 15,"Arun Jaitley Stadium, Delhi","APR, SAT 15 , 8:00 pm IST",DELHI DAREDEVILS WON BY 51 RUNS,"MI
177/4
(19.3 OV)","GL
176/4
(20 OV )",https://www.iplt20.com/match/2017/10597
2017,MATCH 14,"Eden Gardens, Kolkata","APR, SAT 15 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 17 RUNS,"DD
188/6
(20 OV)","PBKS
137/9
(20 OV )",https://www.iplt20.com/match/2017/10596
2017,MATCH 13,"Saurashtra Cricket Association Stadium, Rajkot","APR, FRI 14 , 8:00 pm IST",GUJARAT LIONS WON BY 7 WICKETS,"KKR
172/6
(20 OV)","SRH
155/6
(20 OV )",https://www.iplt20.com/match/2017/10595
2017,MATCH 12,"M. Chinnaswamy Stadium, Bengaluru","APR, FRI 14 , 4:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,"GL
172/3
(18 OV)","RPS
171/8
(20 OV )",https://www.iplt20.com/match/2017/10594
2017,MATCH 11,"Eden Gardens, Kolkata","APR, THU 13 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 8 WICKETS,"RCB
142/5
(20 OV)","MI
145/6
(18.5 OV )",https://www.iplt20.com/match/2017/10593
2017,MATCH 10,"Wankhede Stadium, Mumbai","APR, WED 12 , 8:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,"KKR
171/2
(16.3 OV)","PBKS
170/9
(20 OV )",https://www.iplt20.com/match/2017/10592
2017,MATCH 9,Pune,"APR, TUE 11 , 8:00 pm IST",DELHI DAREDEVILS WON BY 97 RUNS,"MI
159/6
(18.4 OV)","SRH
158/8
(20 OV )",https://www.iplt20.com/match/2017/10591
2017,MATCH 8,"Holkar Cricket Stadium, Indore","APR, MON 10 , 8:00 pm IST",PUNJAB KINGS WON BY 8 WICKETS,"RPS
108
(16.1 OV)","DD
205/4
(20 OV )",https://www.iplt20.com/match/2017/10590
2017,MATCH 7,"Wankhede Stadium, Mumbai","APR, SUN 9 , 8:00 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,"PBKS
150/2
(14.3 OV)","RCB
148/4
(20 OV )",https://www.iplt20.com/match/2017/10589
2017,MATCH 6,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 9 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 9 WICKETS,"MI
180/6
(19.5 OV)","KKR
178/7
(20 OV )",https://www.iplt20.com/match/2017/10588
2017,MATCH 5,"M. Chinnaswamy Stadium, Bengaluru","APR, SAT 8 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 15 RUNS,"SRH
140/1
(15.3 OV)","GL
135/7
(20 OV )",https://www.iplt20.com/match/2017/10587
2017,MATCH 4,"Holkar Cricket Stadium, Indore","APR, SAT 8 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"RCB
157/8
(20 OV)","DD
142/9
(20 OV )",https://www.iplt20.com/match/2017/10586
2017,MATCH 3,"Saurashtra Cricket Association Stadium, Rajkot","APR, FRI 7 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 10 WICKETS,"PBKS
164/4
(19 OV)","RPS
163/6
(20 OV )",https://www.iplt20.com/match/2017/10585
2017,MATCH 2,Pune,"APR, THU 6 , 8:00 pm IST",RISING PUNE SUPERGIANT WON BY 7 WICKETS,"GL
183/4
(20 OV)","KKR
184/0
(14.5 OV )",https://www.iplt20.com/match/2017/10584
2017,MATCH 1,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, WED 5 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 35 RUNS,"RPS
187/3
(19.5 OV)","MI
184/8
(20 OV )",https://www.iplt20.com/match/2017/10583
2018,MATCH 60,"Wankhede Stadium, Mumbai","MAY, SUN 27 , 7:00 pm IST",CHENNAI SUPER KINGS WON BY 8 WICKETS,"CSK
181/2
(18.3 OV)","SRH
178/6
(20 OV )",https://www.iplt20.com/match/2018/10703
2018,MATCH 59,"Eden Gardens, Kolkata","MAY, FRI 25 , 7:00 pm IST",SUNRISERS HYDERABAD WON BY 14 RUNS,"SRH
174/7
(20 OV)","KKR
160/9
(20 OV )",https://www.iplt20.com/match/2018/10702
2018,MATCH 58,"Eden Gardens, Kolkata","MAY, WED 23 , 7:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 25 RUNS,"KKR
169/7
(20 OV)","RR
144/4
(20 OV )",https://www.iplt20.com/match/2018/10701
2018,MATCH 57,"Wankhede Stadium, Mumbai","MAY, TUE 22 , 7:00 pm IST",CHENNAI SUPER KINGS WON BY 2 WICKETS,"SRH
139/7
(20 OV)","CSK
140/8
(19.1 OV )",https://www.iplt20.com/match/2018/10699
2018,MATCH 56,Pune,"MAY, SUN 20 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,"CSK
159/5
(19.1 OV)","PBKS
153
(19.4 OV )",https://www.iplt20.com/match/2018/10698
2018,MATCH 55,"Arun Jaitley Stadium, Delhi","MAY, SUN 20 , 4:00 pm IST",DELHI DAREDEVILS WON BY 11 RUNS,"DD
174/4
(20 OV)","MI
163
(19.3 OV )",https://www.iplt20.com/match/2018/10697
2018,MATCH 54,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SAT 19 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,"SRH
172/9
(20 OV)","KKR
173/5
(19.4 OV )",https://www.iplt20.com/match/2018/10696
2018,MATCH 53,"Sawai Mansingh Stadium, Jaipur","MAY, SAT 19 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 30 RUNS,"RR
164/5
(20 OV)","RCB
134
(19.2 OV )",https://www.iplt20.com/match/2018/10695
2018,MATCH 52,"Arun Jaitley Stadium, Delhi","MAY, FRI 18 , 8:00 pm IST",DELHI DAREDEVILS WON BY 34 RUNS,"DD
162/5
(20 OV)","CSK
128/6
(20 OV )",https://www.iplt20.com/match/2018/10694
2018,MATCH 51,"M. Chinnaswamy Stadium, Bengaluru","MAY, THU 17 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 14 RUNS,"RCB
218/6
(20 OV)","SRH
204/3
(20 OV )",https://www.iplt20.com/match/2018/10693
2018,MATCH 50,"Wankhede Stadium, Mumbai","MAY, WED 16 , 8:00 pm IST",MUMBAI INDIANS WON BY 3 RUNS,"MI
186/8
(20 OV)","PBKS
183/5
(20 OV )",https://www.iplt20.com/match/2018/10692
2018,MATCH 49,"Eden Gardens, Kolkata","MAY, TUE 15 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"KKR
145/4
(18 OV)","RR
142
(19 OV )",https://www.iplt20.com/match/2018/10691
2018,MATCH 48,"Holkar Cricket Stadium, Indore","MAY, MON 14 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 10 WICKETS,"PBKS
88
(15.1 OV)","RCB
92/0
(8.1 OV )",https://www.iplt20.com/match/2018/10690
2018,MATCH 47,"Wankhede Stadium, Mumbai","MAY, SUN 13 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS,"MI
168/6
(20 OV)","RR
171/3
(18 OV )",https://www.iplt20.com/match/2018/10689
2018,MATCH 46,Pune,"MAY, SUN 13 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 8 WICKETS,"CSK
180/2
(19 OV)","SRH
179/4
(20 OV )",https://www.iplt20.com/match/2018/10688
2018,MATCH 45,"Arun Jaitley Stadium, Delhi","MAY, SAT 12 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 5 WICKETS,"DD
181/4
(20 OV)","RCB
187/5
(19 OV )",https://www.iplt20.com/match/2018/10687
2018,MATCH 44,"Holkar Cricket Stadium, Indore","MAY, SAT 12 , 4:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 31 RUNS,"PBKS
214/8
(20 OV)","KKR
245/6
(20 OV )",https://www.iplt20.com/match/2018/10686
2018,MATCH 43,"Sawai Mansingh Stadium, Jaipur","MAY, FRI 11 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 4 WICKETS,"RR
177/6
(19.5 OV)","CSK
176/4
(20 OV )",https://www.iplt20.com/match/2018/10685
2018,MATCH 42,"Arun Jaitley Stadium, Delhi","MAY, THU 10 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 9 WICKETS,"DD
187/5
(20 OV)","SRH
191/1
(18.5 OV )",https://www.iplt20.com/match/2018/10684
2018,MATCH 41,"Eden Gardens, Kolkata","MAY, WED 9 , 8:00 pm IST",MUMBAI INDIANS WON BY 102 RUNS,"KKR
108
(18.1 OV)","MI
210/6
(20 OV )",https://www.iplt20.com/match/2018/10683
2018,MATCH 40,"Sawai Mansingh Stadium, Jaipur","MAY, TUE 8 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 15 RUNS,"RR
158/8
(20 OV)","PBKS
143/7
(20 OV )",https://www.iplt20.com/match/2018/10682
2018,MATCH 39,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, MON 7 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 RUNS,"SRH
146
(20 OV)","RCB
141/6
(20 OV )",https://www.iplt20.com/match/2018/10681
2018,MATCH 38,"Holkar Cricket Stadium, Indore","MAY, SUN 6 , 8:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"PBKS
155/4
(18.4 OV)","RR
152/9
(20 OV )",https://www.iplt20.com/match/2018/10680
2018,MATCH 37,"Wankhede Stadium, Mumbai","MAY, SUN 6 , 4:00 pm IST",MUMBAI INDIANS WON BY 13 RUNS,"MI
181/4
(20 OV)","KKR
168/6
(20 OV )",https://www.iplt20.com/match/2018/10679
2018,MATCH 36,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SAT 5 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,"SRH
164/3
(19.5 OV)","DD
163/5
(20 OV )",https://www.iplt20.com/match/2018/10678
2018,MATCH 35,Pune,"MAY, SAT 5 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,"CSK
128/4
(18 OV)","RCB
127/9
(20 OV )",https://www.iplt20.com/match/2018/10677
2018,MATCH 34,"Holkar Cricket Stadium, Indore","MAY, FRI 4 , 8:00 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,"PBKS
174/6
(20 OV)","MI
176/4
(19 OV )",https://www.iplt20.com/match/2018/10676
2018,MATCH 33,"Eden Gardens, Kolkata","MAY, THU 3 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"KKR
180/4
(17.4 OV)","CSK
177/5
(20 OV )",https://www.iplt20.com/match/2018/10675
2018,MATCH 32,"Arun Jaitley Stadium, Delhi","MAY, WED 2 , 8:00 pm IST",DELHI DAREDEVILS WON BY 4 RUNS (DLS METHOD),"DD
196/6
(17.1 OV)","RR
146/5
(12 OV )",https://www.iplt20.com/match/2018/10674
2018,MATCH 31,"M. Chinnaswamy Stadium, Bengaluru","MAY, TUE 1 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 14 RUNS,"RCB
167/7
(20 OV)","MI
153/7
(20 OV )",https://www.iplt20.com/match/2018/10673
2018,MATCH 30,Pune,"APR, MON 30 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 13 RUNS,"CSK
211/4
(20 OV)","DD
198/5
(20 OV )",https://www.iplt20.com/match/2018/10672
2018,MATCH 29,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 29 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"RCB
175/4
(20 OV)","KKR
176/4
(19.1 OV )",https://www.iplt20.com/match/2018/10671
2018,MATCH 28,"Sawai Mansingh Stadium, Jaipur","APR, SUN 29 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 11 RUNS,"RR
140/6
(20 OV)","SRH
151/7
(20 OV )",https://www.iplt20.com/match/2018/10670
2018,MATCH 27,Pune,"APR, SAT 28 , 8:00 pm IST",MUMBAI INDIANS WON BY 8 WICKETS,"CSK
169/5
(20 OV)","MI
170/2
(19.4 OV )",https://www.iplt20.com/match/2018/10669
2018,MATCH 26,"Arun Jaitley Stadium, Delhi","APR, FRI 27 , 8:00 pm IST",DELHI DAREDEVILS WON BY 55 RUNS,"DD
219/4
(20 OV)","KKR
164/9
(20 OV )",https://www.iplt20.com/match/2018/10668
2018,MATCH 25,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, THU 26 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 13 RUNS,"SRH
132/6
(20 OV)","PBKS
119
(19.2 OV )",https://www.iplt20.com/match/2018/10667
2018,MATCH 24,"M. Chinnaswamy Stadium, Bengaluru","APR, WED 25 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,"RCB
205/8
(20 OV)","CSK
207/5
(19.4 OV )",https://www.iplt20.com/match/2018/10666
2018,MATCH 23,"Wankhede Stadium, Mumbai","APR, TUE 24 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 31 RUNS,"MI
87
(18.5 OV)","SRH
118
(18.4 OV )",https://www.iplt20.com/match/2018/10665
2018,MATCH 22,"Arun Jaitley Stadium, Delhi","APR, MON 23 , 8:00 pm IST",PUNJAB KINGS WON BY 4 RUNS,"DD
139/8
(20 OV)","PBKS
143/8
(20 OV )",https://www.iplt20.com/match/2018/10664
2018,MATCH 21,"Sawai Mansingh Stadium, Jaipur","APR, SUN 22 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 3 WICKETS,"RR
168/7
(19.4 OV)","MI
167/7
(20 OV )",https://www.iplt20.com/match/2018/10663
2018,MATCH 20,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 22 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 4 RUNS,"SRH
178/6
(20 OV)","CSK
182/3
(20 OV )",https://www.iplt20.com/match/2018/10662
2018,MATCH 19,"M. Chinnaswamy Stadium, Bengaluru","APR, SAT 21 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 6 WICKETS,"RCB
176/4
(18 OV)","DD
174/5
(20 OV )",https://www.iplt20.com/match/2018/10661
2018,MATCH 18,"Eden Gardens, Kolkata","APR, SAT 21 , 4:00 pm IST",KINGS XI PUNJAB WON BY 9 WICKETS (DLS METHOD),"KKR
191/7
(20 OV)","PBKS
126/1
(11.1 OV )",https://www.iplt20.com/match/2018/10660
2018,MATCH 17,Pune,"APR, FRI 20 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 64 RUNS,"CSK
204/5
(20 OV)","RR
140
(18.3 OV )",https://www.iplt20.com/match/2018/10659
2018,MATCH 16,"IS Bindra Stadium, Mohali","APR, THU 19 , 8:00 pm IST",PUNJAB KINGS WON BY 15 RUNS,"PBKS
193/3
(20 OV)","SRH
178/4
(20 OV )",https://www.iplt20.com/match/2018/10658
2018,MATCH 15,"Sawai Mansingh Stadium, Jaipur","APR, WED 18 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,"RR
160/8
(20 OV)","KKR
163/3
(18.5 OV )",https://www.iplt20.com/match/2018/10657
2018,MATCH 14,"Wankhede Stadium, Mumbai","APR, TUE 17 , 8:00 pm IST",MUMBAI INDIANS WON BY 46 RUNS,"MI
213/6
(20 OV)","RCB
167/8
(20 OV )",https://www.iplt20.com/match/2018/10656
2018,MATCH 13,"Eden Gardens, Kolkata","APR, MON 16 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 71 RUNS,"KKR
200/9
(20 OV)","DD
129
(14.2 OV )",https://www.iplt20.com/match/2018/10655
2018,MATCH 12,"IS Bindra Stadium, Mohali","APR, SUN 15 , 8:00 pm IST",PUNJAB KINGS WON BY 4 RUNS,"PBKS
197/7
(20 OV)","CSK
193/5
(20 OV )",https://www.iplt20.com/match/2018/10654
2018,MATCH 11,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 15 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 19 RUNS,"RCB
198/6
(20 OV)","RR
217/4
(20 OV )",https://www.iplt20.com/match/2018/10653
2018,MATCH 10,"Eden Gardens, Kolkata","APR, SAT 14 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 5 WICKETS,"KKR
138/8
(20 OV)","SRH
139/5
(19 OV )",https://www.iplt20.com/match/2018/10652
2018,MATCH 9,"Wankhede Stadium, Mumbai","APR, SAT 14 , 4:00 pm IST",DELHI DAREDEVILS WON BY 7 WICKETS,"MI
194/7
(20 OV)","DD
195/3
(20 OV )",https://www.iplt20.com/match/2018/10651
2018,MATCH 8,"M. Chinnaswamy Stadium, Bengaluru","APR, FRI 13 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 4 WICKETS,"RCB
159/6
(19.3 OV)","PBKS
155
(19.2 OV )",https://www.iplt20.com/match/2018/10650
2018,MATCH 7,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, THU 12 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 1 WICKET,"SRH
151/9
(20 OV)","MI
147/8
(20 OV )",https://www.iplt20.com/match/2018/10649
2018,MATCH 6,"Sawai Mansingh Stadium, Jaipur","APR, WED 11 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 10 RUNS (DLS METHOD),"RR
153/5
(17.5 OV)","DD
60/4
(6 OV )",https://www.iplt20.com/match/2018/10648
2018,MATCH 5,"M. A. Chidambaram Stadium, Chennai","APR, TUE 10 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,"CSK
205/5
(19.5 OV)","KKR
202/6
(20 OV )",https://www.iplt20.com/match/2018/10647
2018,MATCH 4,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, MON 9 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 9 WICKETS,"SRH
127/1
(15.5 OV)","RR
125/9
(20 OV )",https://www.iplt20.com/match/2018/10646
2018,MATCH 3,"Eden Gardens, Kolkata","APR, SUN 8 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 4 WICKETS,"KKR
177/6
(18.5 OV)","RCB
176/7
(20 OV )",https://www.iplt20.com/match/2018/10645
2018,MATCH 2,"IS Bindra Stadium, Mohali","APR, SUN 8 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"PBKS
167/4
(18.5 OV)","DD
166/7
(20 OV )",https://www.iplt20.com/match/2018/10644
2018,MATCH 1,"Wankhede Stadium, Mumbai","APR, SAT 7 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 1 WICKET,"MI
165/4
(20 OV)","CSK
169/9
(19.5 OV )",https://www.iplt20.com/match/2018/10643
2019,MATCH 60,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","MAY, SUN 12 , 7:30 pm IST",MUMBAI INDIANS WON BY 1 RUN,"MI
149/8
(20 OV)","CSK
148/7
(20 OV )",https://www.iplt20.com/match/2019/10767
2019,MATCH 59,"ACA-VDCA Stadium, Visakhapatnam","MAY, FRI 10 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,"CSK
151/4
(19 OV)","DC
147/9
(20 OV )",https://www.iplt20.com/match/2019/10765
2019,MATCH 58,"ACA-VDCA Stadium, Visakhapatnam","MAY, WED 8 , 7:30 pm IST",DELHI CAPITALS WON BY 2 WICKETS,"DC
165/8
(19.5 OV)","SRH
162/8
(20 OV )",https://www.iplt20.com/match/2019/10763
2019,MATCH 57,"M. A. Chidambaram Stadium, Chennai","MAY, TUE 7 , 7:30 pm IST",MUMBAI INDIANS WON BY 6 WICKETS,"MI
132/4
(18.3 OV)","CSK
131/4
(20 OV )",https://www.iplt20.com/match/2019/10761
2019,MATCH 56,"Wankhede Stadium, Mumbai","MAY, SUN 5 , 8:00 pm IST",MUMBAI INDIANS WON BY 9 WICKETS,"MI
134/1
(16.1 OV)","KKR
133/7
(20 OV )",https://www.iplt20.com/match/2019/10759
2019,MATCH 55,"IS Bindra Stadium, Mohali","MAY, SUN 5 , 4:00 pm IST",PUNJAB KINGS WON BY 6 WICKETS,"PBKS
173/4
(18 OV)","CSK
170/5
(20 OV )",https://www.iplt20.com/match/2019/10758
2019,MATCH 54,"M. Chinnaswamy Stadium, Bengaluru","MAY, SAT 4 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 4 WICKETS,"RCB
178/6
(19.2 OV)","SRH
175/7
(20 OV )",https://www.iplt20.com/match/2019/10757
2019,MATCH 53,"Arun Jaitley Stadium, Delhi","MAY, SAT 4 , 4:00 pm IST",DELHI CAPITALS WON BY 5 WICKETS,"DC
121/5
(16.1 OV)","RR
115/9
(20 OV )",https://www.iplt20.com/match/2019/10756
2019,MATCH 52,"IS Bindra Stadium, Mohali","MAY, FRI 3 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,"PBKS
183/6
(20 OV)","KKR
185/3
(18 OV )",https://www.iplt20.com/match/2019/10755
2019,MATCH 51,"Wankhede Stadium, Mumbai","MAY, THU 2 , 8:00 pm IST",MATCH TIED (MUMBAI INDIANS WON THE SUPER OVER),"MI
162/5
(20 OV)","SRH
162/6
(20 OV )",https://www.iplt20.com/match/2019/10754
2019,MATCH 50,"M. A. Chidambaram Stadium, Chennai","MAY, WED 1 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 80 RUNS,9/0,SUPER OVER - 1,https://www.iplt20.com/match/2019/10753
2019,MATCH 49,"M. Chinnaswamy Stadium, Bengaluru","APR, TUE 30 , 8:00 pm IST",NO RESULT,"CSK
179/4
(20 OV)","DC
99
(16.2 OV )",https://www.iplt20.com/match/2019/10752
2019,FINAL,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, MON 29 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 45 RUNS,"RCB
62/7
(5 OV)","RR
41/1
(3.2 OV )",https://www.iplt20.com/match/2019/10751
2019,MATCH 47,"Eden Gardens, Kolkata","APR, SUN 28 , 8:00 pm IST",KOLKATA KNIGHT RIDERS WON BY 34 RUNS,"SRH
212/6
(20 OV)","PBKS
167/8
(20 OV )",https://www.iplt20.com/match/2019/10750
2019,MATCH 46,"Arun Jaitley Stadium, Delhi","APR, SUN 28 , 4:00 pm IST",DELHI CAPITALS WON BY 16 RUNS,"KKR
232/2
(20 OV)","MI
198/7
(20 OV )",https://www.iplt20.com/match/2019/10749
2019,MATCH 45,"Sawai Mansingh Stadium, Jaipur","APR, SAT 27 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS,"DC
187/5
(20 OV)","RCB
171/7
(20 OV )",https://www.iplt20.com/match/2019/10748
2019,MATCH 44,"M. A. Chidambaram Stadium, Chennai","APR, FRI 26 , 8:00 pm IST",MUMBAI INDIANS WON BY 46 RUNS,"RR
161/3
(19.1 OV)","SRH
160/8
(20 OV )",https://www.iplt20.com/match/2019/10747
2019,MATCH 43,"Eden Gardens, Kolkata","APR, THU 25 , 8:00 pm IST",RAJASTHAN ROYALS WON BY 3 WICKETS,"CSK
109
(17.4 OV)","MI
155/4
(20 OV )",https://www.iplt20.com/match/2019/10746
2019,MATCH 42,"M. Chinnaswamy Stadium, Bengaluru","APR, WED 24 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 17 RUNS,"KKR
175/6
(20 OV)","RR
177/7
(19.2 OV )",https://www.iplt20.com/match/2019/10745
2019,MATCH 41,"M. A. Chidambaram Stadium, Chennai","APR, TUE 23 , 8:00 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,"RCB
202/4
(20 OV)","PBKS
185/7
(20 OV )",https://www.iplt20.com/match/2019/10744
2019,MATCH 40,"Sawai Mansingh Stadium, Jaipur","APR, MON 22 , 8:00 pm IST",DELHI CAPITALS WON BY 6 WICKETS,"CSK
176/4
(19.5 OV)","SRH
175/3
(20 OV )",https://www.iplt20.com/match/2019/10743
2019,MATCH 39,"M. Chinnaswamy Stadium, Bengaluru","APR, SUN 21 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 1 RUN,"RR
191/6
(20 OV)","DC
193/4
(19.2 OV )",https://www.iplt20.com/match/2019/10742
2019,MATCH 38,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 21 , 4:00 pm IST",SUNRISERS HYDERABAD WON BY 9 WICKETS,"RCB
161/7
(20 OV)","CSK
160/8
(20 OV )",https://www.iplt20.com/match/2019/10741
2019,MATCH 37,"Arun Jaitley Stadium, Delhi","APR, SAT 20 , 8:00 pm IST",DELHI CAPITALS WON BY 5 WICKETS,"SRH
161/1
(15 OV)","KKR
159/8
(20 OV )",https://www.iplt20.com/match/2019/10740
2019,MATCH 36,"Sawai Mansingh Stadium, Jaipur","APR, SAT 20 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,"DC
166/5
(19.4 OV)","PBKS
163/7
(20 OV )",https://www.iplt20.com/match/2019/10739
2019,MATCH 35,"Eden Gardens, Kolkata","APR, FRI 19 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 10 RUNS,"RR
162/5
(19.1 OV)","MI
161/5
(20 OV )",https://www.iplt20.com/match/2019/10738
2019,MATCH 34,"Arun Jaitley Stadium, Delhi","APR, THU 18 , 8:00 pm IST",MUMBAI INDIANS WON BY 40 RUNS,"KKR
203/5
(20 OV)","RCB
213/4
(20 OV )",https://www.iplt20.com/match/2019/10737
2019,MATCH 33,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, WED 17 , 8:00 pm IST",SUNRISERS HYDERABAD WON BY 6 WICKETS,"DC
128/9
(20 OV)","MI
168/5
(20 OV )",https://www.iplt20.com/match/2019/10736
2019,MATCH 32,"IS Bindra Stadium, Mohali","APR, TUE 16 , 8:00 pm IST",PUNJAB KINGS WON BY 12 RUNS,"SRH
137/4
(16.5 OV)","CSK
132/5
(20 OV )",https://www.iplt20.com/match/2019/10735
2019,MATCH 31,"Wankhede Stadium, Mumbai","APR, MON 15 , 8:00 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"PBKS
182/6
(20 OV)","RR
170/7
(20 OV )",https://www.iplt20.com/match/2019/10734
2019,MATCH 30,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad","APR, SUN 14 , 8:00 pm IST",DELHI CAPITALS WON BY 39 RUNS,"MI
172/5
(19 OV)","RCB
171/7
(20 OV )",https://www.iplt20.com/match/2019/10733
2019,MATCH 29,"Eden Gardens, Kolkata","APR, SUN 14 , 4:00 pm IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,"SRH
116
(18.5 OV)","DC
155/7
(20 OV )",https://www.iplt20.com/match/2019/10732
2019,MATCH 28,"IS Bindra Stadium, Mohali","APR, SAT 13 , 8:00 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,"KKR
161/8
(20 OV)","CSK
162/5
(19.4 OV )",https://www.iplt20.com/match/2019/10731
2019,MATCH 27,"Wankhede Stadium, Mumbai","APR, SAT 13 , 4:00 pm IST",RAJASTHAN ROYALS WON BY 4 WICKETS,"PBKS
173/4
(20 OV)","RCB
174/2
(19.2 OV )",https://www.iplt20.com/match/2019/10730
2019,MATCH 26,"Eden Gardens, Kolkata","APR, FRI 12 , 8:00 pm IST",DELHI CAPITALS WON BY 7 WICKETS,"MI
187/5
(20 OV)","RR
188/6
(19.3 OV )",https://www.iplt20.com/match/2019/10729
